source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[depletion method]	characteristics[depletion]	characteristics[developmental stage]	characteristics[individual]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[fraction identifier]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[modification parameter]	comment[modification parameter]	comment[cleavage agent details]	comment[collision energy]	comment[dissociation method]	comment[file uri]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[separation]	comment[technical replicate]	comment[data file]	factor value[organism part]
PXD000852-Sample-36	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S36	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	36	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S36.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S36.raw.zip	hdl
PXD000852-Sample-37	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S37	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	37	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S37.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S37.raw.zip	hdl
PXD000852-Sample-38	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S38	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	38	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S38.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S38.raw.zip	hdl
PXD000852-Sample-39	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S39	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	39	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S39.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S39.raw.zip	hdl
PXD000852-Sample-40	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S40	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	40	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S40.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S40.raw.zip	hdl
PXD000852-Sample-41	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S41	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	41	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S41.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S41.raw.zip	hdl
PXD000852-Sample-42	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S42	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	42	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S42.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S42.raw.zip	hdl
PXD000852-Sample-43	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S43	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	43	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S43.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S43.raw.zip	hdl
PXD000852-Sample-44	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S44	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	44	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S44.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S44.raw.zip	hdl
PXD000852-Sample-45	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S45	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	45	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S45.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S45.raw.zip	hdl
PXD000852-Sample-46	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S46	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	46	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S46.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S46.raw.zip	hdl
PXD000852-Sample-47	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S47	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	47	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S47.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S47.raw.zip	hdl
PXD000852-Sample-48	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S48	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	48	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S48.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S48.raw.zip	hdl
PXD000852-Sample-49	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S49	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	49	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S49.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S49.raw.zip	hdl
PXD000852-Sample-50	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S50	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	50	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S50.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S50.raw.zip	hdl
PXD000852-Sample-51	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S51	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	51	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S51.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S51.raw.zip	hdl
PXD000852-Sample-52	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S52	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	52	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S52.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S52.raw.zip	hdl
PXD000852-Sample-53	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S53	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	53	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S53.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S53.raw.zip	hdl
PXD000852-Sample-54	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S54	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	54	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S54.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S54.raw.zip	hdl
PXD000852-Sample-55	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S55	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	55	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S55.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S55.raw.zip	hdl
PXD000852-Sample-56	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S56	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	56	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S56.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S56.raw.zip	hdl
PXD000852-Sample-57	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S57	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	57	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S57.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S57.raw.zip	hdl
PXD000852-Sample-58	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S58	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	58	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S58.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S58.raw.zip	hdl
PXD000852-Sample-59	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S59	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	59	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S59.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S59.raw.zip	hdl
PXD000852-Sample-60	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S60	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	60	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S60.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S60.raw.zip	hdl
PXD000852-Sample-61	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S61	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	61	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S61.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S61.raw.zip	hdl
PXD000852-Sample-62	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S62	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	62	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S62.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S62.raw.zip	hdl
PXD000852-Sample-63	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S63	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	63	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S63.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S63.raw.zip	hdl
PXD000852-Sample-64	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S64	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	64	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S64.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S64.raw.zip	hdl
PXD000852-Sample-65	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S65	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	65	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S65.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S65.raw.zip	hdl
PXD000852-Sample-66	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S66	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	66	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S66.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S66.raw.zip	hdl
PXD000852-Sample-67	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S67	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	67	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S67.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S67.raw.zip	hdl
PXD000852-Sample-68	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S68	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	68	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S68.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S68.raw.zip	hdl
PXD000852-Sample-69	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S69	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	69	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S69.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S69.raw.zip	hdl
PXD000852-Sample-70	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S70	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	70	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S70.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S70.raw.zip	hdl
PXD000852-Sample-71	Homo sapiens	hdl	normal	not applicable	37Y	not available	not applicable	not applicable	not available	1	female	1	S71	proteomic profiling by mass spectrometry	AC=MS:1001781;NT=Synapt HDMS	AC=MS:1002038;NT=label free sample	71	Nondenaturing micro 2DE	NT=Data-Independent Acquisition;AC=PRIDE:0000662	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Trypsin;AC=MS:1001251	20 eV;40 eV	AC=MS:1000133;NT=CID	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000852/S71.raw.zip	20 ppm	10 ppm	AC=PRIDE:0000563;NT=Reversed-phase chromatography	1	S71.raw.zip	hdl
